issue_number,url,title,input_sha256,retrieval_complete,truncated,reviewer,review_action,review_route,jev_status,jev_route,jev_reason,route_agrees,review_design,jev_design_probability,jev_design_label,review_agent_behavior,jev_agent_behavior_probability,jev_agent_behavior_label,review_memory,jev_memory_probability,jev_memory_label,review_cross_repo,jev_cross_repo_probability,jev_cross_repo_label,review_substance,jev_substance_probability,jev_substance_label,review_design_context,jev_design_context_probability,jev_design_context_label,review_reason,review_flags,review_evidence,input_file,request_file,review_file,result_file,response_file
4854,https://github.com/OpenHands/software-agent-sdk/issues/4854,Agent Canvas cloud confirmation actions fail with 405,13d63b16b4984be56964974baa5e3849a113c1712f990db4cdb7b7b3bbf0fdfe,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.9,yes,yes,0.75,yes,no,0.03,no,yes,0.61,no,yes,0.83,yes,yes,0.9,yes,The browser's cloud proxy envelope and runtime confirmation endpoint disagree across deployment modes. This is a concrete frontend/server contract affecting the human authorization boundary for agent actions.,[],"[{""text"": ""The action should resume if accepted or be rejected if canceled."", ""supports"": [""agent_behavior"", ""cross_repo"", ""design_context""]}]",inputs/group-1.json,requests/4854.json,reviews/group-1.json,results/4854.json,responses/4854/attempt-01.json
4863,https://github.com/OpenHands/software-agent-sdk/issues/4863,"[Bug]: RemoteWorkspace.load_skills_from_agent_server() discards the caller's AgentContext, resetting skill preferences beyond load_public_skills",b2a28ed1f8db48dd78dc26d7f549f3353d26f2d56b31e4da955b13747e65bff5,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.91,yes,yes,0.79,yes,yes,0.86,yes,no,0.68,yes,yes,0.85,yes,yes,0.91,yes,"Loading skills reconstructs rather than updates the caller's context, silently changing instructions and preference state. The precise field-ownership and inheritance compatibility problem has useful design substance.",[],"[{""text"": ""only change the two fields the function itself is responsible for"", ""supports"": [""design"", ""memory"", ""design_context""]}]",inputs/group-1.json,requests/4863.json,reviews/group-1.json,results/4863.json,responses/4863/attempt-01.json
4867,https://github.com/OpenHands/software-agent-sdk/issues/4867,[Bug]: ACP mode: conversation title generation fails with missing credentials (explicit LLM without a key),5b5e70b0ed1c1ad2e6c9d9e8c25a7b52a78212fec862c5ccc4e7c5e9f92dbc23,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.88,yes,yes,0.96,yes,no,0.22,no,yes,0.76,yes,yes,0.85,yes,yes,0.88,yes,"ACP's external-provider credential boundary is violated by ancillary title generation using nominally inert LLM settings. The issue connects Canvas's settings contract to SDK dispatch and a potentially harmful environment workaround, with clear fallback semantics.",[],"[{""text"": ""In ACP mode the conversation is driven by an external subprocess and the LLM settings are inert"", ""supports"": [""design"", ""agent_behavior"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4867.json,reviews/group-3.json,results/4867.json,responses/4867/attempt-01.json
4873,https://github.com/OpenHands/software-agent-sdk/issues/4873,[Feature]: Add Cursor CLI as a built-in ACP provider (agent acp),314b0334702cd8c92e998c7241ebddbb626d7b087e85bb334b8cb047d829890a,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.88,yes,yes,0.73,yes,no,0.08,no,no,0.54,no,yes,0.79,yes,yes,0.91,yes,"Supporting a preinstalled binary requires a third install contract while preserving provider selection, authentication and image boundaries. The issue provides concrete ACP behavior and acceptance criteria; Canvas branding is explicitly outside this change.",[],"[{""text"": ""the catalog needs a third flavour (preinstalled binary) that `render_docker_install_plan` **rejects**"", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4873.json,reviews/group-3.json,results/4873.json,responses/4873/attempt-01.json
4880,https://github.com/OpenHands/software-agent-sdk/issues/4880,SDK outsources the capabilities of models it vouches for to a third party's main branch,e0c19b4dae6a0b4d484461f710254d9bd09d5d76590110cf37eedb9c5712367b,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.97,yes,yes,0.95,yes,yes,0.38,no,no,0.5,no,yes,0.9,yes,yes,0.83,yes,"Mutable capability metadata controls context truncation and wire behavior despite pinned code. The ownership/freshness tradeoff is explicit, consequential and well explained.",[],"[{""text"": ""context windows and capability flags — which decide when we truncate and what we put on the wire"", ""supports"": [""design"", ""agent_behavior"", ""memory""]}]",inputs/group-3.json,requests/4880.json,reviews/group-3.json,results/4880.json,responses/4880/attempt-01.json
4884,https://github.com/OpenHands/software-agent-sdk/issues/4884,Upgrade Claude ACP pin without regressing ask_agent session forks,3a2d1469c292b8f9dc08d856a55dc4b0ddd52a1e6e65a57021b302b1d784b456,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.89,yes,yes,0.95,yes,yes,0.28,no,no,0.7,yes,yes,0.78,yes,yes,0.81,yes,An upstream switch in session-fork implementation breaks delegated queries after multimodal history. The issue clearly ties dependency adoption to behavioral conformance rather than simply requesting a version bump.,[],"[{""text"": ""text turn → image turn → fork → prompt fork"", ""supports"": [""agent_behavior"", ""memory"", ""design_context""]}]",inputs/group-1.json,requests/4884.json,reviews/group-1.json,results/4884.json,responses/4884/attempt-01.json
4887,https://github.com/OpenHands/software-agent-sdk/issues/4887,Centralize release publication dispatches,1e9a398b9aaef24e9a4abe7716b85acad2e8f23e83bcad612992d48da20b95da,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.91,yes,no,0.14,no,no,0.03,no,no,0.62,no,yes,0.78,yes,yes,0.77,yes,The issue explains how event-trigger identity prevents downstream publication and separates workflow definitions from immutable release sources. That failure mechanism and recovery ownership justify a focused release-orchestration design note.,[],"[{""text"": ""publishing immutable tagged sources."", ""supports"": [""design"", ""substance""]}]",inputs/group-1.json,requests/4887.json,reviews/group-1.json,results/4887.json,responses/4887/attempt-01.json
4891,https://github.com/OpenHands/software-agent-sdk/issues/4891,MCP connection failure aborts send_message before the LLM is called,9c169ba437564ca80acb378f8e025f6b36aa2878c73262ba409af81a70c62d21,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,yes,0.96,yes,no,0.04,no,no,0.6,no,yes,0.87,yes,yes,0.87,yes,"Optional tool-source availability currently becomes a fatal conversation dependency. The described graceful-degradation versus opt-in strictness choice, mixed-server behavior, and teardown masking supply clear agent initialization and failure-boundary design.",[],"[{""text"": ""An optional tool source being unavailable should degrade, not abort."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-2.json,requests/4891.json,reviews/group-2.json,results/4891.json,responses/4891/attempt-01.json
4893,https://github.com/OpenHands/software-agent-sdk/issues/4893,agent-server: conversation stuck in execution_status=RUNNING after sandbox is paused/stopped mid-run (unresumable via API),97b2ede14c964eca3407cefb0f1032d55ae03f3a8b8bf7ad72fc57eaabf90a47,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,yes,0.94,yes,no,0.25,no,no,0.39,no,yes,0.89,yes,yes,0.72,yes,"A suspended runtime leaves persisted RUNNING status that blocks normal recovery. Lifecycle ownership, stale leases and resumability are substantial; the author clearly separates an unconfirmed mechanism from concrete symptoms and desired recovery.",[],"[{""text"": ""the conversation is left with `execution_status = RUNNING` on disk and **cannot be resumed through the normal API**."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4893.json,reviews/group-3.json,results/4893.json,responses/4893/attempt-01.json
4894,https://github.com/OpenHands/software-agent-sdk/issues/4894,[Feature]: Add DAG task execution (run_dag) with dependency barriers to WorkflowContext,90d36c1daca198df7e6f14081087903a0f00d847ccf5d25beb71c6a35a899b3c,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.94,yes,yes,0.96,yes,no,0.09,no,no,0.2,no,yes,0.86,yes,yes,0.86,yes,"Sandbox restrictions force orchestration through a controlled API, making DAG validation, dependency barriers, concurrency, and failure pruning substantive agent-workflow design. The author explains both the missing capability and why ordinary asyncio is unavailable.",[],"[{""text"": ""If an upstream task fails, automatically prune downstream dependent tasks to avoid wasting LLM calls."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/4894.json,reviews/group-2.json,results/4894.json,responses/4894/attempt-01.json
4901,https://github.com/OpenHands/software-agent-sdk/issues/4901,"ACP subprocess leaf process orphaned on shutdown (POSIX) — process-group teardown gap, separate from #4409's Windows fix",1ec90d783277d07b2f884f436d8c60b3d4e4d8fceb22fe53f77a2d7e248c2cdd,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.84,yes,yes,0.82,yes,no,0.03,no,no,0.33,no,yes,0.9,yes,yes,0.87,yes,"The report explains why terminating a wrapper PID leaves an agent process tree alive, and contrasts POSIX and Windows containment mechanisms. It is a useful lifecycle and cancellation investigation.",[],"[{""text"": ""leaves deeper descendants running indefinitely as orphans"", ""supports"": [""design"", ""agent_behavior""]}]",inputs/group-1.json,requests/4901.json,reviews/group-1.json,results/4901.json,responses/4901/attempt-01.json
4903,https://github.com/OpenHands/software-agent-sdk/issues/4903,"Remove dynamic attribute access from settings, tools, and registries",82d469e1f51e0dc7d2277fec51297df11cb500a567ae678e5386bfdc0655523b,True,False,field_notes_pipeline,skip,skip,ok,defer,uncertain_design_context,False,no,0.8,yes,no,0.47,no,no,0.06,no,no,0.28,no,no,0.66,no,yes,0.69,no,"The body specifies behavior-preserving replacement of dynamic access with typed mappings across named areas. It is understandable maintenance, but gives no particular capability contract, failure mode, or tradeoff to make a standalone design note worthwhile.",[],"[{""text"": ""Preserve typed behavior with direct access or explicit typed mappings."", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4903.json,reviews/group-2.json,results/4903.json,responses/4903/attempt-01.json
4904,https://github.com/OpenHands/software-agent-sdk/issues/4904,Remove dynamic attribute access from LLM and telemetry code,d5a9491065a00f9e83e3ed674281520293ebf1aa2e8748b46d9d8d562eb20dfc,True,False,field_notes_site,skip,skip,ok,defer,uncertain_design_context,False,no,0.85,yes,no,0.75,yes,no,0.07,no,no,0.26,no,no,0.74,yes,yes,0.67,no,"The scope and typed replacements make this understandable as a maintenance task. It does not identify a concrete behavioral failure or consequential boundary redesign beyond a broad cleanup, despite naming LLM modules.",[],"[{""text"": ""Use typed response models, explicit capability checks, or canonical normalization at boundaries."", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/4904.json,reviews/group-3.json,results/4904.json,responses/4904/attempt-01.json
4905,https://github.com/OpenHands/software-agent-sdk/issues/4905,"Remove dynamic attribute access from agent, ACP, conversation, and workspace code",8f1df6e62e734fd38e1ce13ca81b92775faa59c087723070d412066a3d9aa83b,True,False,field_notes_runtime,uncertain,defer,ok,defer,uncertain_design_context,True,unclear,0.86,yes,no,0.55,no,no,0.23,no,no,0.33,no,unclear,0.68,no,unclear,0.62,no,The broad dynamic-attribute cleanup names scope and preservation goals but delegates its motivation to an absent parent issue. It is unclear which consequential compatibility boundaries justify a standalone design note.,"[""external_context_only""]","[{""text"": ""Split compatibility-boundary work where needed"", ""supports"": [""design""]}]",inputs/group-1.json,requests/4905.json,reviews/group-1.json,results/4905.json,responses/4905/attempt-01.json
4907,https://github.com/OpenHands/software-agent-sdk/issues/4907,[Feature]: Add acp_isolate_data_dir to ACP_SETTINGS_KEYS in the TypeScript client,7cfc305adbea2079ecd43472570813fe43af55decd145d9c270b68da4cd78302,True,False,field_notes_pipeline,investigate,write,ok,skip,below_threshold,False,yes,0.25,no,yes,0.71,yes,no,0.22,no,yes,0.54,no,yes,0.36,no,yes,0.94,yes,"Although the patch may be one allowlist entry, it suppresses a real conversation-isolation setting at the SDK-client/Canvas boundary. The resulting shared auth/config/lock behavior makes this a meaningful propagation contract rather than an uninteresting small diff.",[],"[{""text"": ""`acp_isolate_data_dir` is never sent even if a caller sets it."", ""supports"": [""design"", ""cross_repo""]}]",inputs/group-2.json,requests/4907.json,reviews/group-2.json,results/4907.json,responses/4907/attempt-01.json
4910,https://github.com/OpenHands/software-agent-sdk/issues/4910,[Bug]: ACP subprocess leaf process orphaned on shutdown on POSIX systems,2c3f4b28172546335ec20ba9b2f96a0af829eaa8eaeac76c3a65ccecc9784f4b,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.83,yes,no,0.7,yes,no,0.03,no,no,0.34,no,yes,0.87,yes,yes,0.9,yes,"Ownership of a spawned process tree is a meaningful lifecycle problem with a concrete reproduction and proposed group-termination contract. Its memory consumption is ordinary RAM, not agent memory.",[],"[{""text"": ""it only signals the top PID"", ""supports"": [""design"", ""substance""]}]",inputs/group-3.json,requests/4910.json,reviews/group-3.json,results/4910.json,responses/4910/attempt-01.json
4912,https://github.com/OpenHands/software-agent-sdk/issues/4912,"Path-gated test jobs omit openhands-sdk/**, so SDK changes can break downstream tests with every required check green",e7be16adbb76fe11a62e4bab4f5cad3f9bafa69deb87aa6388332ce329ed8a36,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.85,yes,no,0.19,no,no,0.03,no,no,0.85,yes,yes,0.86,yes,yes,0.89,yes,A dependency-blind CI gate produces green required checks without executing dependent suites. The issue goes beyond a path typo to the meaning of required-check success and preserving dependency coverage as the monorepo grows.,[],"[{""text"": ""A green required check should mean tests ran and passed."", ""supports"": [""design"", ""substance"", ""design_context""]}]",inputs/group-2.json,requests/4912.json,reviews/group-2.json,results/4912.json,responses/4912/attempt-01.json
